ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID
jitros_0108,mccypgreek,"Mbravo, ye mu, mbravo!",#	Mbravo	ye	mu	mbravo!,#	bravo	son	my	bravo,"Bravo my son, bravo!",en,MORPHEME_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,428000,432000,##ds	other	np.h:voc	rn_pro.1:poss	other,,jitros
jitros_0109,mccypgreek,"E, tora!",#	E	tora,#	so	now,"So, now!",en,MORPHEME_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,432000,436000,##ds	other	other,,jitros
jitros_0110,mccypgreek,Xelo  na tis kamis prija tis xartomenis mu  na tis kamis orea epipla  yati xelo tin  nan kallitteri tu allu yu tu vasilea i xartomeni mu emenan.,#	0	xelo	#	0	na	=tis	kamis	prija	tis	xartomenis	mu	#	0	na	=tis	kamis	orea	epipla	#	yati	0	xelo	=tin	#	nan	kallitteri	tu	allu	yu	tu	vasilea	i	xartomeni	mu	emenan,#	I_0	want-1sg	#	you_0	mod_that	=to.her	make-2sg	dowry	the	fiancée	my	#	you_0	mod_that	=to.her	make-2sg	beautiful	furniture	#	because	I_0	want-1sg	=her	#	to.be-3sg	better	the	other	son	the	king	the	fiancée	my	my,"I want you to produce a nice dowry for my fiancée, make nice furniture for her, because I want her to be better than that of the other king's son, my fiancée.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,436000,440000,##	0.1:a	v:pred	#cc:p	0.2:a	nonindic	=pro.h:obl	v:pred	np:p	ln	np.h:dt_obl	rn_pro.1:poss	#cc:p	0.2:a	nonindic	=pro.h:obl	v:pred	ln	np:p	#	other	0.1:a	v:pred	=pro.h:p	#nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc	nc,,jitros
jitros_0111,mccypgreek,"Amesos ekamen tis orea prija, orea pramata.",#	Amesos	0	ekamen	=tis	orea	prija	orea	pramata,#	Immediately	he_0	made-3sg	=to.her	nice	dowry	nice	things,"Immediately he produced a nice dowry, nice things for her.",en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,440000,444000,##	other	0.h:a	v:pred	=pro.h:obl	ln	np:p	ln	np:p,,jitros
jitros_0112,mccypgreek,"Saranda meres ghamon, saranda nixtes ghamon o vasileas armasen ton yon tu me tin korin tu Jitru tu Jitromilu.",#	Saranda	meres	ghamon	saranda	nixtes	ghamon	o	vasileas	armasen	ton	yon	tu	me	tin	korin	tu	Jitru	tu	Jitromilu,#	forty	days	wedding	forty	nights	wedding	the	king	supplied-3sg	the	son	his	with	the	daughter	the	Jitros	the	Jitromilos,After forty days and nights of wedding the king married his son to the daughter of Jitros Jitromilos.,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,444000,448000,##	ln	ln	np:other	ln	ln	np:other	ln	np.h:a	v:pred	ln	np.h:p	rn_pro.h:poss	adp	ln	np.h:obl	ln	np.h:poss	ln	np.h:poss,,jitros
jitros_0113,mccypgreek,Efika tus jinus ji kaka  j irta  j ivra sas esas dha kala.,#	0	Efika	=tus	jinus	ji	kaka	#	j	0	irta	#	j	0	ivra	=sas	esas	dha	kala,#	I_0	left-1sg	=them	that.one_m	there	badly	#	and	I_0	came-1sg	#	and	I_0	found-3sg	=you	you	here	well,I left them badly and I came and found you here well.,en,WORD_ALIGNED,,jitros_eaf jitros_xml jitros_tsv,,448000,452000,##	0.1:a	v:pred	=pro.h:p	dem_pro:dt_p	other:l	other	#	other	0.1:s	v:pred	#	other	0.1:a	v:pred	=pro.2:p	pro.2:dt_p	other:l	other,,jitros
minaes_0001,mccypgreek,Mian foran ishen mian adherfin arkondissan je mian ftoshin.,#	Mian	foran	ishen	mian	adherfin	arkondissan	je	mian	ftoshin,#	a_f	time	had-3sg	a_f	sister	noblewoman	and	a_f	poor,One time there were a rich sister and a poor one.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,0,4000,##	ln	np:other	predex	ln	np.h:s	rn_np	other	ln	rn_np.h,,minaes
minaes_0002,mccypgreek,"I ftoshi ishen tria pekk'a, mian koruan je dhk'o pallikarka.",#	I	ftoshi	ishen	tria	pekk'a	mian	koruan	je	dhk'o	pallikarka,#	the	poor	had-3sg	three	children	one	girl	and	two	boys,"The poor one had three children, one girl and two boys.",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,4000,8000,##	ln	np.h:a	v:pred	ln	np.h:p	ln	np.h:appos	other	ln	np.h:appos,,minaes
minaes_0003,mccypgreek,I arkondissa monon mian koruan ishen.,#	I	arkondissa	monon	mian	koruan	ishen,#	the	noblewoman	only	one	girl	had-3sg,The rich one had only one girl.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,8000,12000,##	ln	np.h:a	other	ln	np.h:p	v:pred,,minaes
minaes_0004,mccypgreek,I arkondissa epernen tin kathimera j ezimonnen tis psumia j epulen je then tis eoken enan vukkon psumin na fai ute jinis ute ton moron tis.,#	I	arkondissa	epernen	=tin	kathimera	#	j	0	ezimonnen	=tis	psumia	#	j	0	epulen	0	#	je	0	then	=tis	eoken	enan	vukkon	psumin	#	0	na	0	fai	#	ute	=jinis	ute	ton	moron	tis,# 	the	noblewoman	took-3sg	=her	everyday	#	and	she_0	kneaded-3sg	=to.her	bread	#	and	she_0	sold-3sg	them_0	#	and	she_0	not	=to.her	gave-3sg	a_m	mouthful	bread	#	she_0	mod_that	it_0	eats-3sg	#	neither	=to.her	nor	to.the	children	her,"The rich one took her every day and kneaded bread and sold it,  and she did not give her one bite bread for her to eat, neither to her nor her children.",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,12000,16000,##	ln	np.h:a	v:pred	=pro.h:p	other	#	other	0.h:a	v:pred	=pro.h:obl	np:p	#	other	0.h:a	v:pred	0:p	#neg	other	0.h:a	other	=pro.h:obl	v:pred	ln	np:p	rn_np:poss	#ac	0.h:a	nonindic	0:p	v:pred	#neg	other	=pro.h:obl	other	ln	np.h:obl	rn_pro.h:poss,,minaes
minaes_0005,mccypgreek,"Monon eminiskan sta sherka tis ta zimarika je ta mandilia tis me ton korn'axton j epiennen kathi nixta j andinassen ta sherka tis,  eplinnisken ta,  tin pok'an tis andinassen tin j epk'annen jind alevrin j exoghlan llion neron san tin ghrutan j etroan ta mora tis j eppeftan tin nixtan j ejimundan, xortasmena me jinon to neron.",#	Monon	eminiskan	sta	sherka	tis	ta	zimarika	je	ta	mandilia	tis	me	ton	korn'axton	#	j	0	epiennen	kathi	nixta	#	j	0	andinassen	ta	sherka	tis	#	0	eplinnisken	=ta	#	tin	pok'an	tis	0	andinassen	=tin	#	j	0	epk'annen	jind	alevrin	#	j	0	exoghlan	llion	neron	san	tin	ghrutan	#	j	etroan	0	ta	mora	tis	#	j	0	eppeftan	tin	nixtan	#	j	0	ejimundan	xortasmena	me	jinon	to,#	Only	stayed-3pl	to.the	hands	her	the	dough	and	the	handkerchiefs	her	with	the	korn'axtos	#	and	she_0	went-3sg	every	night	#	and	she_0	shook-3sg	the	hands	her	#	she_0	washed-3sg	=them	#	the	apron	her	she_0	shook-3sg	=her	#	and	she_0	took-3sg	that.the	flour	#	and	she_0	boiled-3sg	little	water	like	the	ghruta	#	and	ate-3pl	it_0	the	children	her	#	and	they_0	lied-3pl	the	night	#	and	they_0	slept-3pl	full	with	that	the,"It's only that dough stayed on her hands and her handkerchiefs with korn'axtos (?) and she went every night and shook her hands, washed them, shook the flour off her apron and took it and boiled a little water and made ghruta and her children ate and lied down at night and slept, full from that water.",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,16000,20000,##	other	v:pred	ln	np:obl	rn_pro.h:poss	ln	np:s	other	ln	rn_np:obl	rn_pro.h:poss	adp	ln	np:obl	#	other	0.h:s	v:pred	ln	np:other	#	other	0.h:a	v:pred	ln	np:p	rn_pro.h:poss	#	0.h:a	v:pred	=pro:p	#	ln	np:p	rn_pro.h:poss	0.h:a	v:pred	=pro.h:dt_p	#	other	0.h:a	v:pred	ln	np:p	#	other	0.h:a	v:pred	ln	np:p	adp	ln	np:obl	#	other	v:pred	0.h:p	ln	np.h:a	rn_pro.h:poss	#	other	0.h:s	v:pred	ln	np:other	#	other	0.h:s	v:pred	other	adp	dem_pro:obl	rn,,minaes
minaes_0006,mccypgreek,Kathimera sinexian etsi ekamnen.,#	Kathimera	sinexian	0	etsi	0	ekamnen,#	everyday	continuously	she_0	so	it_0	made-3sg,She did so every day.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,20000,24000,##	other	other	0.h:a	other	0:p	v:pred,,minaes
minaes_0007,mccypgreek,I kumera tis arkondissas irten mian imeran  &ya na kuveg'azun.,#	I	kumera	tis	arkondissas	irten	mian	imeran	#	0	ya	na	kuveg'azun,#	the	best.woman	the	noblewoman	came-3sg	a_f	day	#	they_0	in.order	mod_that	talk-3pl,The rich woman's best woman came one day to have a talk.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,24000,28000,##	ln	np.h:s	ln	rn_np.h:poss	v:pred	ln	np:other	#ac	0.h:s	other	nonindic	v:pred,,minaes
minaes_0008,mccypgreek,Ta mora tis atherfis tis ekaxundan jame je to moron jinis tis arkondissas mes stin mesin.,#	Ta	mora	tis	atherfis	tis	ekaxundan	jame	#	je	to	moron	jinis	tis	arkondissas	mes	stin	mesin,#	the	children	the	sister	her	sat-3pl	there	#	and	the	child	that	the	noblewoman	in	the	middle,Her sister's children sat there and her -the rich sister's- child in the middle.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,28000,32000,##	ln	np.h:s	ln	rn_np.h:poss	rn_np.h:poss	v:pred	other	#	other	ln	np.h:s	rn	ln	rn_np.h:poss	adp	ln	np:obl,,minaes
minaes_0009,mccypgreek,"Paratira, kumera,  ;ti kalon eni tu Theu!",#	0	Paratira	kumera	#	ti	kalon	0	eni	tu	Theu,#	you_0	look-2sg	best.woman	#	what	good	it_0	is-3sg	the	God,"Look, best woman, how good it is, this child of God!",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,32000,36000,##	0.2:s	imp_v:pred	np.h:voc	#ac	other:pred	other	0:s	cop	ln	np.h:other,,minaes
minaes_0010,mccypgreek,"Emenan to moron mu me to ghalan tu, me to chain tu, me to sughluthin tu, me ta afta tu,  oti xeli i oreksi tu  &na to taiso.",#	Emenan	to	moron	mu	me	to	ghalan	tu	me	to	chain	tu	me	to	sughluthin	tu	me	ta	afta	tu	#	oti	xeli	i	oreksi	tu	#	0	na	=to	taiso,#	To.me	the	child	my	with	the	milk	its	with	the	tea	its	with	the	kebab	its	with	the	they.s.acc	its	#	whatever	wants-3sg	the	appetite	its	#	I_0	mod_that	=it	feed-1sg,"As for me, my child has its milk, its tea, its kebab, this and that, whatever it wants I feed it.",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,36000,40000,##	pro.1:other	ln	np.h:s	rn_pro.1:poss	adp	ln	np:obl	rn_np.h:poss	adp	ln	np:obl	rn_pro.h:poss	adp	ln	np:obl	rn_pro.h:poss	nc	nc	nc	nc	#	other:p	v:pred	ln	np:a	rn_pro.h:poss	#	0.1:a	nonindic	=pro.h:p	v:pred,,minaes
minaes_0011,mccypgreek,Tuta monon lliin ghrutan pu ta sherka tis manas tus je pu tin skonin ton pothk'on tis je tis kuruklas tis je xore  *inda kochina en jina  *j emenan inda lois en jitrina!,#	Tuta	monon	lliin	ghrutan	pu	ta	sherka	tis	manas	tus	je	pu	tin	skonin	ton	pothk'on	tis	je	tis	kuruklas	tis	#	je	0	xore	#	inda	kochina	en	jina	j	0	#	emenan	inda	lois	en	jitrina,#	they	only	little	ghruta	from	the	hands	the	mother	their	and	from	the	dust	the	feet	her	and	the	headscarf	her	#	and	you_0	look-2sg.imp	#	what	red	be-3pl	that.one.n.pl.nom	and	they.pl_0	#	Mine	what	way	be-3pl	yellow,"These ones have only a little ghruta from their mother's hands and from the dust on her feet and on her headscarf, and look how red they are, while mine are yellow!",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,40000,44000,##	pro.h:a	other	ln	np:p	adp	ln	np:other	ln	rn_np.h:poss	rn_pro.h:poss	other	adp	ln	np:other	ln	rn_np:poss	rn_pro.h:poss	other	ln	np:other	rn_pro.h:poss	#	other	0.2:s	imp_v:pred	#ac	other	other:pred	cop	dem_pro:s	other	rn_pro	#	pro.1:other	other	other:s	cop	other:pred,,minaes
minaes_0012,mccypgreek,Troi to kkismettin tu moru su ta mora tis.,#	Troi	to	kkismettin	tu	moru	su	ta	mora	tis,#	eats-3sg	the	fate	the	child	your	the	children	her,The fate of your child eats her children.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,44000,48000,##	v:pred	ln	np:a	ln	rn_np.h:poss	rn_pro.2:poss	ln	np.h:p	rn_pro.h:poss,,minaes
minaes_0013,mccypgreek,"Prepi kathi nixta na tin plinniskis,  na tin iksiskonizis j etsi na paenni esso tis,  yati ine to kkismettin tu moru su.",#	0	Prepi	kathi	nixta	#	0	na	=tin	plinniskis	#	0	na	=tin	iksiskonizis	#	j	etsi	0	na	paenni	esso	tis	#	yati	0	ine	to	kkismettin	tu	moru	su,#	it_0	must-3sg	every	night	#	you_0	mod_that	=her	wash-2sg	#	you_0	mod_that	=her	dust-2sg	#	and	so	she_0	mod_that	goes-3sg	to.home	her	#	because	it_0	is-3sg	the	fate	the	child	your,"Every night you have to wash her, dust her, and only like that should she go home, because it is the fate of your child.",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,48000,52000,##	0:s	v:pred	other	other	#ac	0.2:a	nonindic	=pro.h:p	v:pred	#ac	0.2:a	nonindic	=pro.h:p	v:pred	#	other	other	0.h:s	nonindic	v:pred	np:g	rn_pro.h:poss	#	other	0:s	cop	ln	np:pred	ln	rn_np.h:poss	rn_pro.2:poss,,minaes
minaes_0014,mccypgreek,Etsi?,#	Etsi,#	so,Like this?,en,MORPHEME_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,52000,56000,##	other,,minaes
minaes_0015,mccypgreek,"Etsi, kalo!",#	Etsi	kalo,#	so	of.course,"Like this, of course!",en,MORPHEME_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,56000,60000,##	other	other,,minaes
minaes_0016,mccypgreek,Malista!,#	Malista,#	Yes,Ok!,en,MORPHEME_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,60000,64000,##	other,,minaes
minaes_0017,mccypgreek,"Etel'osa tin dhoul'an, atherfin, eoni,  enna pao spitin mu.",#	Etel'osa	tin	dhoul'an	atherfin	eoni	#	0	enna	pao	spitin	mu,#	finished-1sg	the	job	sibling	I	#	I_0	will	go-1sg	to.home	my,"Sister, I finished my job, I will go home.",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,64000,68000,##	v:pred	ln	np:p	np.h:voc	pro.1:a	#	0.1:s	aux_l	v:pred	np:g	rn_pro.1:poss,,minaes
minaes_0018,mccypgreek,"Pomine,  pomine.",#	0	Pomine	#	0	pomine,#	you_0	wait-2sg	#	you_0	wait-2sg,"Wait, wait.",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,68000,72000,##	0.2:s	imp_v:pred	#	0.2:s	imp_v:pred,,minaes
minaes_0019,mccypgreek,"Na plittis,  n andinaxtis,  efkar ta mandil'a su,  andinakse ta, tes pothk'es su,  j eyoni eth thelo na paris tipote sto spitin su popse.",#	0	Na	plittis	#	0	n	andinaxtis	#	0	efkar	ta	mandil'a	su	#	0	andinakse	ta	tes	pothk'es	su	#	j	eyoni	eth	thelo	#	0	na	paris	tipote	sto	spitin	su	popse,#	you_0	mod_that	wash-2sg	#	you_0	mod_that	shake-2sg	#	you_0	take.off-2sg	the	scarves	your	#	you_0	shake-2sg	them	the	aprons	your	#	and	I	not	want-1sg	#	you_0	mod_that	take-2sg	anything	to.the	house	your	tonight,"Wash, dust yourself off, take off your scarfs, shake them and your aprons, and I don't want you to take anything home tonight.",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,72000,76000,##	0.2:s	nonindic	v:pred	#	0.2:s	nonindic	v:pred	#	0.2:a	imp_v:pred	ln	np:p	rn_pro.2:poss	#	0.2:a	imp_v:pred	=pro:p	ln	np:dt_p	rn_pro.2:poss	#neg	other	pro.1:a	other	v:pred	#ac	0.2:a	nonindic	v:pred	other:p	ln	np:g	rn_pro.2:poss	other,,minaes
minaes_0020,mccypgreek,"Yati, atherfin?",#	Yati	atherfin,#	why	sibling,"Why, sister?",en,MORPHEME_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,76000,80000,##	other	np.h:voc,,minaes
minaes_0021,mccypgreek,Etsi xelo!,#	0	Etsi	0	xelo,#	I_0	so	it_0	want-1sg,Because I want it to be this way.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,80000,84000,##	0.1:a	other	0:p	v:pred,,minaes
minaes_0022,mccypgreek,Epien i jeneka esso tis.,#	Epien	i	jeneka	esso	tis,#	went-3sg	the	woman	to.home	her,The woman went home.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,84000,88000,##	v:pred	ln	np.h:s	np:g	rn_pro.h:poss,,minaes
minaes_0023,mccypgreek,"*O, mamma, yati eplittikes j en mas eferes na famen?",#	O	mamma	0	yati	eplittikes	#	j	0	en	mas	eferes	#	0	na	fam,#	oh	mum	you_0	why	washed-2sg	#	and	you_0	not	us	brought-2sg	#	we_0	mod_that	eat-1pl,"Oh, mum, why did you wash and you did not bring us (something) to eat?",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,88000,92000,##	other	np.h:voc	0.2:s	other	v:pred	#neg	other	0.2:a	other	=pro.1:p	v:pred	#ac	0.1:s	nonindic	v:pred,,minaes
minaes_0024,mccypgreek,*Ti na kamo pedhk'a mu?,#	0	Ti	na	kamo	pedhk'a	mu,#	I_0	what	mod_that	do-1sg	children	my,"What can I do, my children?",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,92000,96000,##	0.1:p	other:a	nonindic	v:pred	np.h:voc	rn_pro.1:poss,,minaes
minaes_0025,mccypgreek,I thk'a sas evalen me j eplittika j andinaksa ta ruxa mu j etsi na rto.,#	I	thk'a	sas	evalen	=me	#	j	0	eplittika	#	j	0	andinaksa	ta	ruxa	mu	#	j	etsi	0	na	rto,#	the	aunt	your	orders-3sg	=me	#	and	I_0	washed-1sg	#	and	I_0	shook-1sg	the	clothes	my	#	and	so	I_0	mod_that	come-1sg,Your aunt ordered me to wash and shake my clothes and come like this.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,96000,100000,##	ln	np.h:a	rn_pro.2:poss	v:pred	=pro.1:p	#	other	0.1:s	v:pred	#	other	0.1:a	v:pred	ln	np:p	rn_pro.1:poss	#	other	other	0.1:s	nonindic	v:pred,,minaes
minaes_0026,mccypgreek,"E, je pu pinumen, mamma!",#	E	je	pu	0	pinumen	mamma,#	so	and	that	we_0	be.hungry-1pl	mum,"But we're hungry, mum.",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,100000,104000,##	other	other	other	0.1:s	v:pred	np.h:voc,,minaes
minaes_0027,mccypgreek,"Ei, mana mu, minete pa stin karkolan  &je na pao dhaame stin yitonissan na umen an eshi kanenan psumin je dhoki mu je fero sas je fate.",#	Ei	mana	mu	0	minete	pa	stin	karkolan	#	je	0	na	pao	dhaame	stin	yitonissan	#	0	na	umen	#	an	0	eshi	kanenan	psumin	#	je	0	dhoki	=mu	0	#	je	0	fero	=sas	0	#	je	0	fate	0,#	oh	mother	my	you_0	v:pred	on	to.the	bed	#	and	I_0	mod_that	go-1sg	here	to.the	neighbour.woman	#	we_0	mod_that	see-1pl	#	if	she_0	has-3sg	any	bread	#	and	she_0	gives-3sg	=to.me	it_0	#	and	I_0	bring-1sg	=to.you	it_0	#	and	you.pl_0	eat-2pl	it_0,"Oh, my children, stay on the bed and I will go to the neighbour to see if she has some bread, so I can bring it to you to eat.",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,104000,108000,##	other	np.h:voc	rn_pro.1:poss	0.2.s	imp_v:pred	adp	ln	np:other	#	other	0.1:s	nonindic	v:pred	other:g	ln	np.h:g	#	0.1:s	nonindic	v:pred	#ac	other	0.h:a	v:pred	ln	np:p	#	other	0.h:a	v:pred	=pro.1:g	0:p	#	other	0.1:a	v:pred	=pro.2:g	0:p	#	other	0.2:a	v:pred	0:p,,minaes
minaes_0028,mccypgreek,"Ei, mamma!",#	Ei	mamma,#	ok	mum,"Ok, mum.",en,MORPHEME_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,108000,112000,##	other	np.h:voc,,minaes
minaes_0029,mccypgreek,"Pk'anni tin stratan,  andis na pai stin yitonissan na tis pi na tis dhoki enan psumin,  epk'aen tin stratan na pai na xathi.",#	0	Pk'anni	tin	stratan	#	andis	0	na	pai	stin	yitonissan	#	0	na	=tis	pi	#	0	na	=tis	dhoki	enan	psumin	#	0	epk'aen	tin	stratan	#	0	na	pai	#	0	na	xathi,#	she_0	takes-3sg	the	street	#	instead	she_0	mod_that	goes-3sg	to-the	neighbour	#	she_0	mod_that	=to.her	says-3sg	#	she_0	mod_that	=to.her	gives-3sg	a_n	bread	#	she_0	took-3sg	the	street	#	she_0	mod_that	goes-3sg	#	she_0	mod_that	looses-3sg,"She starts walking on the road, instead of going to the neighbour to ask for some bread, she started walking on the road in order to get lost.",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,112000,116000,##	0.h:a	v:pred	ln	np:p	#	other	0.h:s	nonindic	v:pred	ln	np.h:g	#	0.h:s_ds	nonindic	=pro.h:g	v:pred	#	0.h:a	nonindic	=pro.h:g	v:pred	ln	np:p	#	0.h:a	v:pred	ln	np:p	#	0.h:s	nonindic	v:pred	#ac	0.h:s	nonindic	v:pred,,minaes
minaes_0030,mccypgreek,"San epiennen,  ivren ena chatirin olofoton.",#	San	0	epiennen	#	0	ivren	ena	chatirin	olofoton,#	as	she_0	went-3sg	#	she_0	found-3sg	a_n	tent	lighted,As she was walking she came across a lighted tent.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,116000,120000,##ac	other	0.h:s	v:pred	#	0.h:a	v:pred	ln	np:p	other,,minaes
minaes_0031,mccypgreek,"Xa, enna mbo dhamesa,  lali.",#	Xa	0	enna	mbo	dhamesa	#	0	lali,#	ha	I_0	will	go.in-1sg	in.here	#	she_0	says-3sg,"Ha, I will go in here, she says.",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,120000,124000,##ds	other	0.1:s	l_aux	v:pred	other:g	#	0.h:s_ds	v:pred,,minaes
minaes_0032,mccypgreek,Embin jimesa.,#	0	Embin	jimesa,#	she_0	went.in-3sg	in.there,She went in there.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,124000,128000,##	0.h:s	v:pred	other:g,,minaes
minaes_0033,mccypgreek,Kalispera sas.,#	Kalispera	=sas,#	Good.evening	=to.you,Good evening to you.,en,MORPHEME_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,128000,132000,##ds	other	=pro.2:g,,minaes
minaes_0034,mccypgreek,"O, kalos tin,  pos os dha?",#	O	kalos	=tin	#	pos	os	dha,#	Oh	well	=her	#	how	until	here,"Oh, welcome, how did you end up here?",en,MORPHEME_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,132000,136000,##ds	other	other	=pro.h:other	#ds	other	adp	other:g,,minaes
minaes_0035,mccypgreek,Pinas?,#	0	Pinas,#	you_0	be.hungry-2sg,Are you hungry?,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,136000,140000,##ds	0.2:s	v:pred,,minaes
minaes_0036,mccypgreek,"Pino, kalo!",#	0	Pino	kalo,#	I_0	be.hungry-1sg	of.course,Of course I'm hungry.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,140000,144000,##ds	0.1:s	v:pred	other,,minaes
minaes_0037,mccypgreek,Eokan tis mian pittan je tris el'es.,#	0	Eokan	=tis	mian	pittan	je	tris	el'es,#	they_0	gave-3pl	=her	one	pie	and	three	olives,They gave her a pie and three olives.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,144000,148000,##	0.h:a	v:pred	=pro.h:g	ln	np:p	other	ln	rn_np,,minaes
minaes_0038,mccypgreek,"E, fae!",#	E	0	fae,#	so	you_0	eat-2sg,"So, eat!",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,148000,152000,##ds	other	0.2:s	imp_v:pred,,minaes
minaes_0039,mccypgreek,Enna to paro ton moron mu.,#	0	Enna	=to	paro	ton	moron	mu,#	I_0	will	=it	take-1sg	to.the	children	my,I will take it to my children.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,152000,156000,##ds	0.1:a	aux_l	=pro:p	v:pred	ln	np.h:g	rn_pro.1:poss,,minaes
minaes_0040,mccypgreek,Esu fae je ton moron su enna su dhokumen alla.,#	Esu	fae	#	je	ton	moron	su	0	enna	=su	dhokumen	alla,#	you	eat-2sg	#	and	the	children	your	we_0	will	=to.you	give-1pl	other,"You eat, and we will give you another for your children.",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,156000,160000,##ds	pro.2:s	imp_v:pred	#ds	other	ln	np.h:obl	rn_pro.2:poss	0.1:a	aux_l	=pro.2:g	v:pred	other:p,,minaes
minaes_0041,mccypgreek,Posa mora eshis?,#	0	Posa	mora	eshis,#	you_0	how.many	children	have-2sg,How many children do you have?,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,160000,164000,##ds	0.2:a	other	np.h:p	v:pred,,minaes
minaes_0042,mccypgreek,Exo mian korun je thk'o pallikaruk'a.,#	0	Exo	mian	korun	je	thk'o	pallikaruk'a,#	I_0	have-1.sg	one	girl	and	two	boys,I have one girl and two boys.,en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,164000,168000,##ds	0.1:a	v:pred	ln	np.h:p	other	ln	rn_np,,minaes
minaes_0043,mccypgreek,"E, katse na fais je na mas istorisis kati je na dhokumen pu mian pittan ton moron su je pu tris el'es  &na tus paris  &na dhipnisun.",#	E	0	katse	#	0	na	fais	#	je	0	na	=mas	istorisis	kati	#	je	0	na	dhokumen	pu	mian	pittan	ton	moron	su	je	pu	tris	el'es	#	0	na	=tus	0	paris	#	0	na	dhipnisun,#	so	you_0	sit-2sg	#	you_0	mod_that	eat-2sg	#	and	you_0	mod_that	=to.us	tell-2sg	something	#	and	we_0	mod_that	give-1pl	each	one	pie	the	children	your	and	each	three	olives	#	you_0	mod_that	=to.them	they_0	take-2sg	#	they_0	mod_that	eat.dinner-3pl,"So, sit down to eat and tell us something and we'll give your children one pie and three olives each, so you can give it to them for dinner.",en,WORD_ALIGNED,,minaes_eaf minaes_xml minaes_tsv,,168000,172000,##ds	other	0.2:s	imp_v:pred	#ds	0.2:s	nonindic	v:pred	#ds	other	0.2:a	nonindic	=pro.1:g	v:pred	other:p	#ds	other	0.1:a	nonindic	v:pred	other	ln	np:p	ln	np.h:g	rn_pro.2:poss	other	other	ln	np:p	#ds	0.2:a	nonindic	=pro.h:g	0:p	v:pred	#ds	0.h:s	nonindic	v:pred,,minaes
